ID,Title,First_Name,Middle_Name,Other_Name,Last_Name,Maiden_Name,Servant,Servant_type,Age,Orig_Addr,Class,Survived,Survived_text,Boarded,Dest_Addr,Lifeboat,Body,latitude,longitude
'466','Mr.','Clifford','Thomas','','Jefferys','','0','','24','Guernsey, Channel Islands','Second','0','Died','Southampton','Elizabeth, New Jersey, USA','','',49.572531,-2.419635
'467','Mr.','Ernest','Wilifred','','Jefferys','','0','','22','Guernsey, Channel Islands','Second','0','Died','Southampton','Elizabeth, New Jersey, USA','','',49.572531,-2.419635
'468','Mr.','Stephen','Curnow','','Jenkin','','0','','32','St. Ives, Cornwall, England','Second','0','Died','Southampton','Houghton, Michigan, USA','','',52.331544,-0.068862
'469','Mrs.','Marie','Marthe','','Jerwan','Thuillard','0','','23','New York City, New York, USA','Second','1','Survived','Southampton','New York City, New York, USA','11','',40.71455,-74.007124
'470','Mr.','Sinai','','','Kantor','','0','','34','Vitebsk, Russia','Second','0','Died','Southampton','Bronx, New York, USA','','283MB',50.420601,39.930801
'471','Mrs.','Miriam','','','Kantor','Sternin','0','','24','Vitebsk, Russia','Second','1','Survived','Southampton','Bronx, New York, USA','12','',50.420601,39.930801
'472','Mrs.','Claire','','','Karnes','Bennett','0','','28','Pittsburgh, Pennsylvania, USA','Second','0','Died','Southampton','Pittsburgh, Pennsylvania, USA','','',40.438335,-79.997459
'473','Miss','Nora','Agnes','','Keane','','0','','46','Castleconnell, Limerick, Ireland','Second','1','Survived','Queenstown','Harrisburg, Pennsylvania, USA','10','',52.712669,-8.49298
'474','Mr.','Daniel','','','Keane','','0','','35','Limerick, Ireland','Second','0','Died','Queenstown','St. Louis, Missouri, USA','','',52.660985,-8.632589
'475','Miss','Florence','','Fannie','Kelly','','0','','45','London, England','Second','1','Survived','Southampton','New York City, New York, USA','9','',51.506325,-0.127144
'476','Father','Charles','Leonard','','Kirkland','','0','','52','Glasgow, Scotland','Second','0','Died','Queenstown','Tuxford, Saskatchewan, Canada','','',55.857809,-4.242511
'477','Mr.','Robert','J.','','Knight','','0','','39','Belfast, Ireland','Second','0','Died','Belfast','New York City, New York, USA','','',54.595295,-5.934524
'478','Mr.','Georges','Alexandré','','Krins','','0','','23','London, England','Second','0','Died','Southampton','New York City, New York, USA','','',51.506325,-0.127144
'479','Mr.','Johan','Henrik Johannesson','','Kvillner','','0','','31','Trollhättan, Västergötland, Sweden','Second','0','Died','Southampton','Arlington, Virginia, USA','','165MB',58.28294,12.28783
'480','Mrs.','Anna','Amelia','','Lahtinen','Sylfvén','0','','26','Minneapolis, Minnesota, USA','Second','0','Died','Southampton','Minneapolis, Minnesota, USA','','',44.979035,-93.264929
'481','Reverend','William','','','Lahtinen','','0','','35','Minneapolis, Minnesota, USA','Second','0','Died','Southampton','Minneapolis, Minnesota, USA','','',44.979035,-93.264929
'482','Mr.','John','Joseph','','Lamb','','0','','30','Glencree, Ireland','Second','0','Died','Queenstown','Providence, Rhode Island, USA','','',53.199718,-6.29303
'483','Miss','Louise','','','Laroche','','0','','1','Paris, France','Second','1','Survived','Cherbourg','Cap-Haïtien, Haiti','14','',48.85693,2.3412
'484','Miss','Simoné','Marie Anne Andrée','','Laroche','','0','','3','Paris, France','Second','1','Survived','Cherbourg','Cap-Haïtien, Haiti','14','',48.85693,2.3412
'485','Mr.','Joseph','Philippe Lemercier','','Laroche','','0','','25','Paris, France','Second','0','Died','Cherbourg','Cap-Haïtien, Haiti','','',48.85693,2.3412
'486','Mrs.','Juliette','Marie Louise','','Laroche','','0','','22','Paris, France','Second','1','Survived','Cherbourg','Cap-Haïtien, Haiti','14','',48.85693,2.3412
'487','Miss','Bertha','','','Lehmann','','0','','17','Lotzwil, Switzerland','Second','1','Survived','Cherbourg','Central City, Iowa, USA','12','',47.19049,7.79039
'488','Miss','Jessie','Wills','','Leitch','','0','','31','London, England','Second','1','Survived','Southampton','Chicago, Illinois, USA','11','',51.506325,-0.127144
'489','Mrs.','Amelia','','Milley','Lemore','Hunt','0','','34','Chicago, Illinois, USA','Second','1','Survived','Southampton','Chicago, Illinois, USA','14','',41.88415,-87.632409
'490','Mr.','René','Jacques','','Levy','','0','','36','Montreal, Quebec, Canada','Second','0','Died','Cherbourg','Montreal, Quebec, Canada','','',45.512303,-73.554431
'491','Mr.','Robert','William Norman','','Leyson','','0','','25','London, England','Second','0','Died','Southampton','New York City, New York, USA','','108MB',51.506325,-0.127144
'492','Mr.','John','','','Linnane','','0','','61','Chelsea, Michigan, USA','Second','0','Died','Southampton','Chelsea, Michigan, USA','','',42.318455,-84.019254
'493','Mr.','Charles','Alexander','','Louch','','0','','50','Weston-super-Mare, North Somerset, England','Second','0','Died','Southampton','New York City, New York, USA','','121MB',51.346191,-2.97718
'494','Mrs.','Alice','Adelaide','','Louch','Slow','0','','42','Weston-super-Mare, North Somerset, England','Second','1','Survived','Southampton','New York City, New York, USA','14','',51.346191,-2.97718
'495','Miss','Olga','Elida','','Lundin','','0','','23','Hallaryd, Småland, Sweden','Second','1','Survived','Southampton','Meriden, Connecticut, USA','10','',56.484741,13.8854
'496','Mrs.','Mary','','','Mack','Lacy','0','','57','Southampton, Hampshire, England','Second','0','Died','Southampton','New York City, New York, USA','','52MB',50.90994,-1.407319
'497','Mr.','Jean-Noël','','','Malachard','','0','','25','Paris, France','Second','0','Died','Cherbourg','New York City, New York, USA','','',48.85693,2.3412
'498','Master','André','Clément','','Mallet','','0','','1','Montreal, Quebec, Canada','Second','1','Survived','Cherbourg','Montreal, Quebec, Canada','10','',45.512303,-73.554431
'499','Mr.','Albert','','','Mallet','','0','','31','Montreal, Quebec, Canada','Second','0','Died','Cherbourg','Montreal, Quebec, Canada','','',45.512303,-73.554431
'500','Mrs.','Antoinette','Marie','','Mallet','Magnin','0','','24','Montreal, Quebec, Canada','Second','1','Survived','Cherbourg','Montreal, Quebec, Canada','10','',45.512303,-73.554431
'501','Mr.','Serafino','Emilio','','Mangiavacchi','','0','','30','Paris, France','Second','0','Died','Cherbourg','New York City, New York, USA','','',48.85693,2.3412
'502','Mr.','William','John','','Matthews','','0','','30','St Austell, Cornwall, England','Second','0','Died','Southampton','La Salle, Illinois, USA','','',50.337425,-4.792309
'503','Mr.','Frank','Hubert','','Maybery','','0','','36','Weston-super-Mare, North Somerset, England','Second','0','Died','Southampton','Moose Jaw, Saskatchewan, Canada','','',51.346191,-2.97718
'504','Mr.','Arthur','Gordon','','McCrae','','0','','32','Sydney, New South Wales, Australia','Second','0','Died','Southampton','Ottawa, Ontario, Canada','','209MB',-33.869629,151.206955
'505','Mr.','James','Matthew','','McCrie','','0','','32','Sarnia, Ontario, Canada','Second','0','Died','Southampton','Sarnia, Ontario, Canada','','',42.97877,-82.403364
'506','Mr.','Peter','David','','McKane','','0','','46','Guernsey, Channel Islands','Second','0','Died','Southampton','Rochester, New York, USA','','',49.572531,-2.419635
'507','Miss','Madeleine','Violet','','Mellinger','','0','','13','Wimbledon, London, England','Second','1','Survived','Southampton','Bennington, Vermont, USA','14','',51.42099,-0.20702
'508','Mrs.','Elizabeth','Anne','','Mellinger','Maidment','0','','41','Wimbledon, London, England','Second','1','Survived','Southampton','Bennington, Vermont, USA','14','',51.42099,-0.20702
'509','Mr.','William','John','','Mellors','','0','','19','Chelsea, London, England','Second','1','Survived','Southampton','Long Island, New York, USA','B','',51.490139,-0.16248
'510','Mr.','August','','','Meyer','','0','','31','Harrow, London, England','Second','0','Died','Southampton','New York City, New York, USA','','',51.577963,-0.337462
'511','Mr.','Jacob','Christian','','Milling','','0','','48','Odense, Denmark','Second','0','Died','Southampton','Oregon, Wisconsin, USA','','271MB',55.39617,10.390795
'512','Mr.','Henry','Michael','','Mitchell','','0','','71','Guernsey, Channel Islands','Second','0','Died','Southampton','Toledo, Ohio, USA','','',49.572531,-2.419635
'513','Father','Juozas','','','Montvila','','0','','27','London, England','Second','0','Died','Southampton','Worcester, Massachusetts, USA','','',51.506325,-0.127144
'514','Dr.','Ernest','','','Moraweck','','0','','54','Frankfort, Kentucky, USA','Second','0','Died','Southampton','Frankfort, Kentucky, USA','','',38.19507,-84.878694
'515','Mr.','Henry','Samuel','alias Mr. Henry Marshall','Morley','','0','','38','Birmingham, Worcester, England','Second','0','Died','Southampton','Los Angeles, California, USA','','',52.191065,-2.222274
'516','Mr.','Thomas','Charles','','Mudd','','0','','16','Huntingfield, Suffolk, England','Second','0','Died','Southampton','New York City, New York, USA','','',52.312851,1.43596
'517','Mr.','Thomas','Francis','','Myles','','0','','63','Fermoy, Ireland','Second','0','Died','Queenstown','Waban, Massachusetts, USA','','',52.137805,-8.275414
'518','Mr.','Nicholas','','','Nasser','','0','','28','Zahlé, Lebanon','Second','0','Died','Cherbourg','Cleveland, Ohio, USA','','43MB',33.826611,35.947346
'519','Mrs.','Adele','','','Nasser','Achem','0','','14','Zahlé, Lebanon','Second','1','Survived','Cherbourg','Cleveland, Ohio, USA','','',33.826611,35.947346
'520','Master','Edmond','Roger','','Navratil','','0','','2','Nice, France','Second','1','Survived','Southampton','New York City, New York, USA','D','',43.701539,7.278244
'521','Master','Michel','Marcel','','Navratil','','0','','3','Nice, France','Second','1','Survived','Southampton','New York City, New York, USA','D','',43.701539,7.278244
'522','Mr.','Michel','','alias Louis M. Hoffman','Navratil','','0','','32','Nice, France','Second','0','Died','Southampton','New York City, New York, USA','','15MB',43.701539,7.278244
'523','Mr.','Israel','','','Nesson','','0','','26','London, England','Second','0','Died','Southampton','Boston, Massachusetts, USA','','',51.506325,-0.127144
'524','Mr.','Joseph','Charles','Joe','Nicholls','','0','','19','St. Ives, Cornwall, England','Second','0','Died','Southampton','Houghton, Michigan, USA','','101MB',52.331544,-0.068862
'525','Mr.','Robert','Douglas','','Norman','','0','','28','Glasgow, Scotland','Second','0','Died','Southampton','Houghton, Michigan, USA','','287MB',55.857809,-4.242511
'526','Mrs.','Elizabeth','','','Nye','Ramell','0','','29','East Orange, New Jersey, USA','Second','1','Survived','Southampton','East Orange, New Jersey, USA','11','',40.761,-74.209909
'527','Mr.','Richard','','','Otter','','0','','39','Middleburg Heights, Ohio, USA','Second','0','Died','Southampton','Middleburg Heights, Ohio, USA','','',41.371711,-81.810892
'528','Mr.','Percy','Thomas','','Oxenham','','0','','22','London, England','Second','1','Survived','Southampton','North Bergen, New Jersey, USA','13','',51.506325,-0.127144
'529','Mr.','Julian','','','Padron Manent','','0','','26','Barcelona, Spain','Second','1','Survived','Cherbourg','Havana, Cuba','9','',41.385589,2.168745
'530','Dr.','Alfred','','Alf','Pain','','0','','23','Hamilton, Ontario, Canada','Second','0','Died','Southampton','Hamilton, Ontario, Canada','','',43.26099,-79.888454
'531','Mr.','Emilio','','','Pallas y Castello','','0','','29','Barcelona, Spain','Second','1','Survived','Cherbourg','Havana, Cuba','9','',41.385589,2.168745
'532','Mr.','Clifford','Richard','','Parker','','0','','28','Guernsey, Channel Islands','Second','0','Died','Southampton','New York City, New York, USA','','',49.572531,-2.419635
'533','Mr.','Francis','','Frank','Parkes','','0','','18','Belfast, Ireland','Second','0','Died','Belfast','New York City, New York, USA','','',54.595295,-5.934524
'534','Mrs.','Lutie','Davis','','Parrish','Temple','0','','60','Woodford County, Kentucky, USA','Second','1','Survived','Southampton','Woodford County, Kentucky, USA','12','',38.0212,-84.745327
'535','Mr.','Frederick','William','','Pengelly','','0','','19','Gunnislake, Cornwall, England','Second','0','Died','Southampton','Butte, Montana, USA','','',50.52391,-4.213629
'536','Father','Josef','','','Peruschitz','','0','','28','Scheyern, Bavaria, Germany','Second','0','Died','Southampton','St. Cloud, Minnesota, USA','','',48.50104,11.45413
'537','Miss','Alice','Frances Louisa','','Phillips','','0','','21','Ilfracombe, Devon, England','Second','1','Survived','Southampton','New Brighton, Pennsylvania, USA','12','',51.20816,-4.123554
'538','Miss','Kate','Florence','alias Mrs. Kate Marshall','Phillips','','0','','19','Birmingham, Worcester, England','Second','1','Survived','Southampton','Los Angeles, California, USA','11','',52.191065,-2.222274
'539','Mr.','Escott','Robert','','Phillips','','0','','42','Ilfracombe, Devon, England','Second','0','Died','Southampton','New Brighton, Pennsylvania, USA','','',51.20816,-4.123554
'540','Mrs.','Rosa','','','Pinsky','','0','','21','Brooklyn, New York, USA','Second','1','Survived','Southampton','Brooklyn, New York, USA','9','',40.692455,-73.990364
'541','Mr.','Martin','','','Ponesell','','0','','34','Southampton, Hampshire, England','Second','0','Died','Southampton','New York City, New York, USA','','',50.90994,-1.407319
'542','Mr.','Emilio','Ilario Giuseppe','','Portaluppi','','0','','34','Milford, New Hampshire, USA','Second','1','Survived','Southampton','Milford, New Hampshire, USA','14','',42.835499,-71.648438
'543','Mr.','Franz','','','Pulbaum','','0','','27','New York City, New York, USA','Second','0','Died','Southampton','New York City, New York, USA','','',40.71455,-74.007124
'544','Miss','Phyllis','May','','Quick','','0','','2','Plymouth, Devon, England','Second','1','Survived','Southampton','Detroit, Michigan, USA','11','',50.375805,-4.136894
'545','Miss','Winnifred','Vera','','Quick','','0','','8','Plymouth, Devon, England','Second','1','Survived','Southampton','Detroit, Michigan, USA','11','',50.375805,-4.136894
'546','Mrs.','Jane','','','Quick','Richards','0','','33','Plymouth, Devon, England','Second','1','Survived','Southampton','Detroit, Michigan, USA','11','',50.375805,-4.136894
'547','Mr.','David','','','Reeves','','0','','36','Slinfold, West Sussex, England','Second','0','Died','Southampton','New York City, New York, USA','','',51.069,-0.40602
'548','Mr.','Peter','Henry','','Renouf','','0','','33','Elizabeth, New Jersey, USA','Second','0','Died','Southampton','Elizabeth, New Jersey, USA','','',40.663517,-74.211467
'549','Mrs.','Lillian','','Lily','Renouf','Jefferys','0','','30','Elizabeth, New Jersey, USA','Second','1','Survived','Southampton','Elizabeth, New Jersey, USA','12','',40.663517,-74.211467
'550','Miss','Encarnación','','','Reynaldo','','0','','28','Marbella, Spain','Second','1','Survived','Southampton','New York City, New York, USA','9','',36.507994,-4.883301
'551','Mr.','Emile','Philippe','','Richard','','0','','23','Paris, France','Second','0','Died','Cherbourg','Montreal, Quebec, Canada','','',48.85693,2.3412
